id,aborted,batches_completed,creature_key,engram_count,mean_eligibility,onset_cycle,std_eligibility
158702,f,8,180,128,0.23814032007847044,348,0.26891293956030754
161317,f,8,181,128,0.23814032007847044,403,0.26891293956030754
162752,f,8,182,128,0.23814032007847044,430,0.26891293956030754
164652,f,8,180,128,0.23814032007847044,363,0.26891293956030754
166663,f,8,181,128,0.23814032007847044,420,0.26891293956030754
168643,f,8,182,128,0.23814032007847044,443,0.26891293956030754
170752,f,8,180,128,0.23814032007847044,376,0.26891293956030754
173568,f,8,181,128,0.23814032007847044,435,0.26891293956030754
174952,f,8,180,128,0.23814032007847044,389,0.26891293956030754
176549,f,8,182,128,0.23814032007847044,457,0.26891293956030754
178456,f,8,181,128,0.23814032007847044,447,0.26891293956030754
180329,f,8,180,128,0.23814032007847044,403,0.26891293956030754
182252,f,8,182,128,0.23814032007847044,469,0.26891293956030754
184210,f,8,181,128,0.23814032007847044,459,0.26891293956030754
210977,f,8,181,128,0.23814032007847044,538,0.26891293956030754
235480,f,8,182,128,0.23054035683708765,612,0.2609011440743639
284657,f,8,181,128,0.23814032007847044,720,0.26891293956030754
303356,f,8,180,128,0.23814032007847044,719,0.26891293956030754
185870,f,8,180,128,0.23814032007847044,416,0.26891293956030754
247702,f,8,181,128,0.23814032007847044,632,0.26891293956030754
187402,f,8,182,128,0.23814032007847044,483,0.26891293956030754
310599,f,8,181,128,0.23814032007847044,776,0.26891293956030754
188775,f,8,181,128,0.23814032007847044,471,0.26891293956030754
244263,f,8,182,128,0.23054035683708765,656,0.2609011440743639
257606,f,8,181,128,0.23814032007847044,673,0.26891293956030754
301502,f,8,182,128,0.23814032007847044,813,0.26891293956030754
190671,f,8,180,128,0.23814032007847044,428,0.26891293956030754
196808,f,8,180,128,0.23814032007847044,440,0.26891293956030754
205890,f,8,181,128,0.23814032007847044,511,0.26891293956030754
212524,f,8,180,128,0.23814032007847044,479,0.26891293956030754
223840,f,8,182,128,0.23054035683708765,563,0.2609011440743639
239902,f,8,181,128,0.23814032007847044,617,0.26891293956030754
263781,f,8,182,128,0.23814032007847044,717,0.26891293956030754
286223,f,8,180,128,0.23814032007847044,664,0.26891293956030754
192115,f,8,182,128,0.23814032007847044,498,0.26891293956030754
217990,f,8,182,128,0.23814032007847044,547,0.26891293956030754
254652,f,8,180,128,0.23814032007847044,579,0.26891293956030754
259731,f,8,182,128,0.23814032007847044,703,0.26891293956030754
267074,f,8,182,128,0.23814032007847044,730,0.26891293956030754
307072,f,8,180,128,0.23814032007847044,734,0.26891293956030754
194455,f,8,181,128,0.23814032007847044,483,0.26891293956030754
208252,f,8,181,128,0.23814032007847044,525,0.26891293956030754
219602,f,8,180,128,0.23814032007847044,508,0.26891293956030754
242952,f,8,180,128,0.23814032007847044,554,0.26891293956030754
294180,f,8,180,128,0.23814032007847044,689,0.26891293956030754
308912,f,8,182,128,0.23814032007847044,825,0.26891293956030754
315046,f,8,182,128,0.23814032007847044,840,0.26891293956030754
198418,f,8,181,128,0.23814032007847044,497,0.26891293956030754
221802,f,8,181,128,0.23814032007847044,566,0.26891293956030754
233852,f,8,181,128,0.23814032007847044,605,0.26891293956030754
261530,f,8,180,128,0.23814032007847044,592,0.26891293956030754
272902,f,8,181,128,0.23814032007847044,707,0.26891293956030754
280786,f,8,180,128,0.23814032007847044,645,0.26891293956030754
291852,f,8,181,128,0.23814032007847044,734,0.26891293956030754
200356,f,8,180,128,0.23814032007847044,453,0.26891293956030754
204477,f,8,180,128,0.23814032007847044,466,0.26891293956030754
202533,f,8,182,128,0.23814032007847044,519,0.26891293956030754
228314,f,8,182,128,0.23054035683708765,587,0.2609011440743639
251552,f,8,182,128,0.23054035683708765,684,0.2609011440743639
268966,f,8,181,128,0.23814032007847044,693,0.26891293956030754
276102,f,8,180,128,0.23814032007847044,633,0.26891293956030754
209867,f,8,182,128,0.23814032007847044,532,0.26891293956030754
226502,f,8,181,128,0.23814032007847044,578,0.26891293956030754
